requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-API-PRD-009,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /products/{productId} — Update specific product,When calling PUT `/products/{productId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-010,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products/{productId}/related — Retrieve related products,When calling GET `/products/{productId}/related` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-002,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products/{productId}/specs — Retrieve specs for a product,When calling GET `/products/{productId}/specs` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-003,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,POST /products/{productId}/specs — Add a spec to a product,When calling POST `/products/{productId}/specs` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-004,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /products/{productId}/specs/{specId} — Delete a spec,When calling DELETE `/products/{productId}/specs/{specId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-005,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products/{productId}/specs/{specId} — Retrieve a specific spec,When calling GET `/products/{productId}/specs/{specId}` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-006,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /products/{productId}/specs/{specId} — Update a spec,When calling PUT `/products/{productId}/specs/{specId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-001,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/average-sales-per-month — Get average sales per month,When calling GET `/reports/average-sales-per-month` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-002,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/average-sales-per-week — Get average sales per week,When calling GET `/reports/average-sales-per-week` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-003,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/customers-by-country — Get customers by country,When calling GET `/reports/customers-by-country` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-004,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/top10-best-selling-categories — Get top 10 best selling categories,When calling GET `/reports/top10-best-selling-categories` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-005,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/top10-purchased-products — Get top 10 purchased products,When calling GET `/reports/top10-purchased-products` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-006,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/total-sales-of-years — Get total sales of years,When calling GET `/reports/total-sales-of-years` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-RPT-007,5,API — Reports (Admin),API,API contract and endpoint coverage for Sprint 5 REST API,GET /reports/total-sales-per-country — Get total sales per country,When calling GET `/reports/total-sales-per-country` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Report | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-TOTP-001,5,API — TOTP,API,API contract and endpoint coverage for Sprint 5 REST API,POST /totp/setup — Setup TOTP for the authenticated user,When calling POST `/totp/setup` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — TOTP | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-TOTP-002,5,API — TOTP,API,API contract and endpoint coverage for Sprint 5 REST API,POST /totp/verify — Verify TOTP code for the authenticated user,When calling POST `/totp/verify` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — TOTP | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-USR-001,5,API — Users & Authentication,API,API contract and endpoint coverage for Sprint 5 REST API,GET /users — Retrieve all users,When calling GET `/users` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — User | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-USR-002,5,API — Users & Authentication,API,API contract and endpoint coverage for Sprint 5 REST API,POST /users/change-password — Change password,When calling POST `/users/change-password` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — User | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
